nodename, config, paramname, arrayindex, value
CPR7003, KLM:default:b, SHAPER_MASK_LOW, 0, 0xFF
CPR7003, KLM:default:b, SHAPER_MASK_HIGH, 0, 0x0F
CPR7003, KLM:default:b, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7003, KLM:default:b, TTD_TRG_TYPE, 0, 0x31
CPR7003, KLM:default:b, CALIB_AMPL0_LOW, 0, 0x00
CPR7003, KLM:default:b, CALIB_AMPL0_HIGH, 0, 0x00
CPR7003, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7003, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7003, KLM:default:b, CALIB_DELAY0_LOW, 0, 0x00
CPR7003, KLM:default:b, CALIB_DELAY0_HIGH, 0, 0x00
CPR7003, KLM:default:b, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7003, KLM:default:b, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7003, KLM:default:b, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7004, KLM:default:a, SHAPER_MASK_LOW, 0, 0xFF
CPR7004, KLM:default:a, SHAPER_MASK_HIGH, 0, 0x0F
CPR7004, KLM:default:a, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7004, KLM:default:a, TTD_TRG_TYPE, 0, 0x31
CPR7004, KLM:default:a, CALIB_AMPL0_LOW, 0, 0x00
CPR7004, KLM:default:a, CALIB_AMPL0_HIGH, 0, 0x00
CPR7004, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:a, CALIB_DELAY0_LOW, 0, 0x00
CPR7004, KLM:default:a, CALIB_DELAY0_HIGH, 0, 0x00
CPR7004, KLM:default:a, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7004, KLM:default:a, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:a, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7004, KLM:default:b, SHAPER_MASK_LOW, 0, 0xFF
CPR7004, KLM:default:b, SHAPER_MASK_HIGH, 0, 0x0F
CPR7004, KLM:default:b, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7004, KLM:default:b, TTD_TRG_TYPE, 0, 0x31
CPR7004, KLM:default:b, CALIB_AMPL0_LOW, 0, 0x00
CPR7004, KLM:default:b, CALIB_AMPL0_HIGH, 0, 0x00
CPR7004, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:b, CALIB_DELAY0_LOW, 0, 0x00
CPR7004, KLM:default:b, CALIB_DELAY0_HIGH, 0, 0x00
CPR7004, KLM:default:b, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7004, KLM:default:b, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7004, KLM:default:b, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7005, KLM:default:a, SHAPER_MASK_LOW, 0, 0xFF
CPR7005, KLM:default:a, SHAPER_MASK_HIGH, 0, 0x0F
CPR7005, KLM:default:a, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7005, KLM:default:a, TTD_TRG_TYPE, 0, 0x31
CPR7005, KLM:default:a, CALIB_AMPL0_LOW, 0, 0x00
CPR7005, KLM:default:a, CALIB_AMPL0_HIGH, 0, 0x00
CPR7005, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:a, CALIB_DELAY0_LOW, 0, 0x00
CPR7005, KLM:default:a, CALIB_DELAY0_HIGH, 0, 0x00
CPR7005, KLM:default:a, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7005, KLM:default:a, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:a, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7005, KLM:default:b, SHAPER_MASK_LOW, 0, 0xFF
CPR7005, KLM:default:b, SHAPER_MASK_HIGH, 0, 0x0F
CPR7005, KLM:default:b, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7005, KLM:default:b, TTD_TRG_TYPE, 0, 0x31
CPR7005, KLM:default:b, CALIB_AMPL0_LOW, 0, 0x00
CPR7005, KLM:default:b, CALIB_AMPL0_HIGH, 0, 0x00
CPR7005, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:b, CALIB_DELAY0_LOW, 0, 0x00
CPR7005, KLM:default:b, CALIB_DELAY0_HIGH, 0, 0x00
CPR7005, KLM:default:b, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7005, KLM:default:b, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7005, KLM:default:b, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7006, KLM:default:a, SHAPER_MASK_LOW, 0, 0xFF
CPR7006, KLM:default:a, SHAPER_MASK_HIGH, 0, 0x0F
CPR7006, KLM:default:a, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7006, KLM:default:a, TTD_TRG_TYPE, 0, 0x31
CPR7006, KLM:default:a, CALIB_AMPL0_LOW, 0, 0x00
CPR7006, KLM:default:a, CALIB_AMPL0_HIGH, 0, 0x00
CPR7006, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:a, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:a, CALIB_DELAY0_LOW, 0, 0x00
CPR7006, KLM:default:a, CALIB_DELAY0_HIGH, 0, 0x00
CPR7006, KLM:default:a, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7006, KLM:default:a, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:a, CALIB_EVENTS_PER_STEP, 0, 0x00
CPR7006, KLM:default:b, SHAPER_MASK_LOW, 0, 0xFF
CPR7006, KLM:default:b, SHAPER_MASK_HIGH, 0, 0x0F
CPR7006, KLM:default:b, TTD_TRG_RARE_FACTOR, 0, 0x01
CPR7006, KLM:default:b, TTD_TRG_TYPE, 0, 0x31
CPR7006, KLM:default:b, CALIB_AMPL0_LOW, 0, 0x00
CPR7006, KLM:default:b, CALIB_AMPL0_HIGH, 0, 0x00
CPR7006, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:b, CALIB_AMPL_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:b, CALIB_DELAY0_LOW, 0, 0x00
CPR7006, KLM:default:b, CALIB_DELAY0_HIGH, 0, 0x00
CPR7006, KLM:default:b, CALIB_DELAY_STEP_LOW, 0, 0x00
CPR7006, KLM:default:b, CALIB_DELAY_STEP_HIGH, 0, 0x00
CPR7006, KLM:default:b, CALIB_EVENTS_PER_STEP, 0, 0x00
